0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128
DB08909,"[3.9311452599217143, -3.627734946441728, 0.8316605876320875]","[3.4785510162959628, -2.7244587869504064, 0.07714799200059852]","[4.2808741394135055, -2.265596246958655, -1.0889703924257943]","[5.455534656743812, -1.434511795013912, -0.6110900337064381]","[6.267014235574714, -0.9711222604128795, -1.8051622495972777]","[7.484345214158966, -0.24802767773719955, -1.3433699319788097]","[8.668863916407643, -0.9550528240154452, -1.1064525807087253]","[9.80741931175108, -0.2830293756713774, -0.6504984160484799]","[9.76182408830779, 1.095899710590244, -0.42691476789663857]","[8.577707487960305, 1.8033207553505566, -0.6578974748801792]","[7.438492002920966, 1.1318170814316928, -1.1138421159430332]","[2.232876268910518, -2.147060875621634, 0.32122262190998574]","[1.4522011479868864, -2.5019359503009855, 1.4555511407510917]","[0.06289783161247196, -1.885271783554855, 1.3621149542734066]","[0.15782060452825558, -0.3664811971251257, 1.3783883522075444]","[-1.1390021683385867, 0.21303251857204478, 1.4594295312301424]","[-1.8893392510138862, 0.5243401544780151, 0.32340858973885583]","[-1.4033008183737847, 0.3846474272203528, -0.8311219964979467]","[-3.268140285173629, 1.0681123392862357, 0.4819740716326689]","[-3.270391426886596, 2.581695560993198, 0.35192053889732744]","[-2.7286543978477913, 3.22718459043394, 1.6164439301902123]","[-2.7126007394988774, 4.708539012403857, 1.4645070563114904]","[-1.5869872773796616, 5.345919561263917, 0.9296302758649919]","[-1.5844876399495749, 6.733406671578079, 0.7564742954423506]","[-2.708585220917335, 7.484457184409824, 1.1149976381365987]","[-3.835770104052125, 6.848324416924385, 1.6457838755078649]","[-3.8391132272516124, 5.460867595999833, 1.818047468987292]","[-0.5959810982622412, -2.329977525901736, 0.18102553137723645]","[-1.1532307112459952, -3.6058567765616654, 0.0725192040055406]","[-1.1431207631127422, -4.400391248166384, 1.051441910624081]","[-1.8046341008109907, -4.018232278303534, -1.2036314983687524]","[-3.2803258266509654, -3.6609503210140515, -1.1952729597023064]","[-3.4694960467189824, -2.1696232824554147, -1.4134270642164255]","[-4.912233219312713, -1.8158600050646176, -1.3229880108172687]","[-5.702930331910545, -1.798975975226662, -2.4773300686656614]","[-7.062703179404022, -1.4830806509731886, -2.39003865977442]","[-7.633931910931623, -1.1858529359181291, -1.1487746267103665]","[-6.845932057832365, -1.2075682132768815, 0.0062811429031945365]","[-5.486675379592356, -1.5249116482736982, -0.08026820554598577]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB09049,"[13.813670474145475, -0.6849061531313135, -4.481084735669386]","[13.901911533542116, 0.29391405101613505, -3.4894114983682996]","[14.376406648847542, -0.37826042733684945, -2.367626354457032]","[14.11612848894347, 0.4425206679817538, -1.1157656909303169]","[12.74421197286534, 0.5691084226881654, -0.9178027674428965]","[12.62955400432564, 1.0648902298913099, 0.3872821817778542]","[11.225698065256575, 1.5346942139856736, 0.6324358789920267]","[10.365695781033597, 0.45135707189740776, 0.6983653496993985]","[9.822779525356449, 0.48829349778741676, 1.9761728895621156]","[8.820680461280961, -0.6286664834008784, 2.1315858551977533]","[8.025798670642368, -0.38353998952007495, 3.250063548525122]","[6.744425380855966, -0.7694471171421634, 2.863581572657424]","[5.847816969041455, -0.851250941822068, 4.087674506721535]","[4.5579891227118585, -1.1836112319345855, 3.6740246596878587]","[3.9462385927789634, -1.7210697187579092, 4.802959587897173]","[2.712775114682946, -2.5046474932567255, 4.389598876223867]","[1.8044355127087277, -1.6601692925564042, 3.744853737215977]","[0.5973889671995589, -2.363660284554695, 3.7783461057914836]","[-0.5705481020525848, -1.4130407355821435, 3.5788940577949653]","[-0.5325736337489406, -0.8812135841517096, 2.2900287624368048]","[-1.7398234908431807, -1.2433357839337214, 1.730654754192414]","[-1.8910017388830065, -0.570950023923992, 0.3793550830254935]","[-3.2399799506290794, -0.5339143060301962, 0.03709598244678392]","[-3.276359413482316, -0.18034264754521123, -1.3184528694962514]","[-3.784210992155642, -1.3724622550439949, -2.120836655908052]","[-5.280087571194656, -1.564009563445173, -1.9095128026453851]","[-5.997047807748016, -0.3732799708259461, -2.522550206655916]","[-5.666172647095529, -0.32631333620589886, -3.885841591448048]","[-7.5414049233623635, -0.4501089056712658, -2.390611794546434]","[-8.04811586851898, -0.4771579485697145, -0.9066350275452618]","[-7.271445171814534, 0.42246831176532557, 0.010596010676136728]","[-7.5950750185677425, 0.581319028418796, 1.370363782366891]","[-6.729640935028787, 1.3065300054917914, 2.2144031068004018]","[-5.524292019033936, 1.8345372692619133, 1.709014742868177]","[-4.639280385552695, 2.5011518013877305, 2.536831154949401]","[-5.231651815452525, 1.6349212131993054, 0.3651515646919449]","[-6.104200054388037, 1.0038687841018343, -0.4514227137257506]","[-5.573311525427455, 0.936422494344542, -1.8336150241047686]","[-6.174909934104412, 2.1044796119336104, -2.628177720880116]","[-7.704436706013358, 1.9797134347777898, -2.705227484711033]","[-8.1357372608522, 0.657254148496033, -3.179280065094269]","[-9.592724404216696, 0.6047719105838055, -3.1137750352864684]","[-10.156859405368715, 0.24382562554496434, -4.455855330493289]","[-9.94128227154921, -0.96172502442847, -4.986919297140572]","[-4.058465462203214, 1.1506878881669702, -1.548907742518667]","[-4.052966776930601, 1.8864403355282613, -0.3100213431295874]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00552,"[-4.379457462873952, 2.3827758257776046, -1.4257989040696104]","[-4.249400681966528, 1.6413817860456013, -0.25161932590671293]","[-3.408437143022751, 0.40571224991594496, -0.5134632509139785]","[-2.089217530667099, 0.7764889796126907, -0.8181941752770396]","[-1.2933740056369916, -0.28670799379206274, -0.36463356371065886]","[-1.9672738954354339, -0.9198135850076837, 0.8321360675736563]","[-3.3927706230168115, -0.4719270494201964, 0.7178286801870112]","[-4.218086225812584, -1.5773577822491351, 0.5145473625596984]","[0.03606504705453795, 0.1923252207418559, -0.0059409003952037584]","[0.33365831083503655, 1.2619576060552322, 0.7608547255688192]","[1.666711415354176, 1.3827095977184327, 0.9542920270634095]","[2.2125809341085745, 0.34854327307581845, 0.2786099224378241]","[1.2063147374187624, -0.38945782578731125, -0.30741776390030645]","[1.3098746581104739, -1.6300388241457986, -1.0243387148751066]","[2.370009071539213, -2.235082484937629, -1.479293190304576]","[3.7057242518473377, -1.7169048768305633, -1.4142183708310327]","[4.080929107178259, -0.34153303105282384, -1.1330615596661395]","[3.6698205160507333, 0.03231458268349031, 0.2712726328788916]","[4.406329518935062, 1.144614331596437, 0.6813336631324406]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00488,"[3.082230090488725, -2.098519507545485, -0.4325925972732037]","[2.6872827880102967, -0.7053672389286113, -0.3053916498722869]","[3.7246202163279993, 0.3118339983918352, -0.35302985299381534]","[1.3091736391460647, -0.34363640337992385, -0.13716569370876644]","[0.3488127359678451, -1.3044018132117179, -0.09422909333349855]","[-0.95839457708102, -0.9681185813908488, 0.06492308783044717]","[-1.3018349400109723, 0.34171011676422414, 0.18156051197664036]","[-0.35077906523255437, 1.3117549863748907, 0.1401785735103291]","[0.9530222000484015, 0.9626916988763573, -0.019395452387684815]","[-0.7200286625643346, 2.6925814043926053, 0.26390058101874464]","[-2.110583313418451, 3.080024795175208, 0.4350206555825605]","[0.2867606195351323, 3.740246838042315, 0.2213661520315629]","[-1.9672541245037718, -1.9872141656171487, 0.10942703784104767]","[-1.6140369406395068, -3.3918587628021437, -0.014055240057880164]","[-3.368990666073779, -1.6417273651415556, 0.2791628192416625]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01280,"[-5.696811917001639, 1.0655190515473012, -0.8124127952702213]","[-4.314845447488129, 1.3885022615178988, -0.7952367129126505]","[-3.355157638679153, 0.4942420851635417, -0.31936286762108174]","[-3.698719770048944, -0.7431906384803604, 0.1552429970975021]","[-2.7501144723049618, -1.6203866420051074, 0.6186997693330492]","[-3.1454441105304944, -2.897985851847023, 1.1023316485595418]","[-1.4269964776184902, -1.2739786250741552, 0.617299240663183]","[-1.0949882696180024, -0.04647512319746888, 0.14944165681142094]","[-2.0097329560325763, 0.8316673628376379, -0.31307841727460356]","[-1.4090673821537982, 1.961195391561085, -0.7312444432617222]","[-0.08834773888654841, 1.7158285873473476, -0.4967153843161692]","[0.12417056877679135, 0.49059544456833626, 0.052333069276156774]","[1.3999109556998444, -0.1382240322116069, 0.3864058175504727]","[2.348231329898625, 0.8199122085450572, 0.7714347338525007]","[3.5947374040251514, 0.20677125830410012, 0.5593545755687284]","[4.607045600320827, 1.2519156394457491, 0.12496925351026393]","[5.891605935927816, 0.70766655403359, 0.14043078667446865]","[3.448942738301068, -0.8647342970655416, -0.5092430973262388]","[3.898304094771172, -2.085064083437462, -0.0053004547309342545]","[1.974103204831232, -0.9404312202205906, -0.7678421418491415]","[1.7031743478114025, -0.3233453313319169, -1.9919062821489208]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00928,"[4.8861843942273815, 0.641278741760802, 0.31943292166715553]","[3.499792473700682, 0.4094432660089793, 0.10303813566752118]","[3.0825853359562037, -0.18864005499651904, -1.0397935246513557]","[1.7610844331751312, -0.4126184987485579, -1.2523280402787507]","[1.3927823862276572, -0.9716905095734738, -2.320604339378087]","[0.8453805467232228, -0.03291145727661234, -0.31343753371851335]","[1.2733194407728843, 0.5642377212778151, 0.8337505796000929]","[2.5953431368062696, 0.7850639020107872, 1.0397977340224627]","[-0.581877485109108, -0.2768876935804394, -0.5240671397304767]","[-1.3198684517990233, 0.9055761450019869, -0.332047302903535]","[-2.5611290217115963, 0.4969382197874635, 0.17986551886819668]","[-3.1527762753756265, 1.5921235451788174, 1.0479057260032545]","[-3.4749604595127384, 2.6974684915993015, 0.26073137809572483]","[-2.3436345808244345, -0.7477589189431334, 1.0040483481547844]","[-3.4473578669617955, -1.5981840798768356, 0.8932190137225663]","[-1.0911818804306141, -1.3524934441066851, 0.41663534022152743]","[-1.363686125864394, -2.5109453755235402, -0.31614681536234956]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00853,"[-3.6127217400116534, 0.040293256582398324, 1.5116283756494182]","[-2.2506737676119495, 0.04931896479559534, 1.002290987162621]","[-1.267431821238964, 0.5163008471249692, 1.7862755632147844]","[0.004095974306129559, 0.5489978907889086, 1.3714792732206043]","[0.28221625645070636, 0.09577402361419844, 0.1293421177334367]","[1.4838908771055968, 0.01998619811085721, -0.529532043738055]","[1.2568944995463225, -0.5067289263783411, -1.758289283862766]","[-0.08221029055549538, -0.7374772542359923, -1.8123912323345661]","[-0.6760837880479317, -0.36976851638429475, -0.6607287746341385]","[-1.9640283096043045, -0.4083422018883794, -0.2542646058956102]","[-2.8683508008048264, -0.8532513274092312, -1.0138077961059138]","[2.806116474774754, 0.4248200216572351, -0.033345714743154814]","[3.953899690123678, 0.27300375860375253, -0.8613232213456292]","[2.934386745567943, 0.9070732650183341, 1.122666355678945]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01423,"[0.0588726122717151, 2.476401582993867, -2.4846824112075203]","[0.08034707365334515, 1.4177850776244159, -1.3991252512625738]","[-0.25887583096741573, 2.1848047796528713, 0.21708629929766926]","[-0.7297871667235827, 0.6285725294413785, 0.9751469980474322]","[0.14295825208769217, -0.05034989151381352, 1.5778217156908454]","[-2.1144015489664705, 0.1452337084181097, 0.9024558716537914]","[-3.1708120379600655, 0.7918401797036502, 0.27951811255392006]","[-4.374917936383077, 0.07881408179393112, 0.3717072406470457]","[-4.279153916870782, -1.127516368620021, 1.0619188418878782]","[-2.679136426684128, -1.2929358187229347, 1.5539178126809163]","[1.3955444333132605, 0.7099939437035303, -1.385331371918909]","[2.462829699272311, 1.3515112614339921, -1.1826417536063958]","[1.4267104888691409, -0.7037461762402925, -1.5891741414444265]","[2.6487739899217915, -1.4873630152798811, -1.4827735830624746]","[3.008260715060702, -1.685109553749637, -0.05033690278574034]","[3.933012352814283, -0.8458760343347211, 0.5560151693515001]","[2.4497752472916257, -2.592060286304077, 0.619622821180079]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00352,"[3.050604794818986, -1.215118675276888, 0.27380971070880594]","[1.7521283365500429, -0.6451424951205263, 0.16612463511571976]","[1.5798288053058336, 0.7013283451261956, 0.36526877636572913]","[0.3468251246555615, 1.2806235486094335, 0.26940855786720674]","[0.16495802180346614, 2.8877667262056015, 0.5108281041228038]","[-0.7301789071578788, 0.456982986373585, -0.03763305957023734]","[-0.5387911366231947, -0.8638358487832959, -0.22948007906904644]","[0.6825358586175247, -1.44247232946621, -0.13533630227995833]","[-1.6948921416948237, -1.475085007887648, -0.5132445348179232]","[-2.586246549396624, -0.4461884496309493, -0.4800783436407163]","[-2.0267722068788947, 0.7611411998502451, -0.18966746480223384]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01073,"[-4.562260411266834, 1.5570015293574886, 0.4655491719121695]","[-3.53746719243698, 0.5749338414714975, 0.5699261306489601]","[-3.837736983690972, -0.7136280048745608, 0.9097576636197994]","[-2.8587456198713475, -1.6709410480510778, 1.0088128605254498]","[-3.190609070935768, -2.939912389167076, 1.3465231395070834]","[-1.5503794827430213, -1.3523234488704186, 0.7675433382570861]","[-1.2623314746016185, -0.07074075711433743, 0.4341595624747012]","[-2.2075094442857024, 0.8870016695349923, 0.3285829235858335]","[-1.652541666960158, 2.059192457000607, -0.031941579909723856]","[-0.3272736868403985, 1.7556186067040291, -0.13763280688750246]","[-0.06632999555342418, 0.45358916513451336, 0.1532739955802585]","[1.2163446662297863, -0.24338262608349454, 0.09403497565343272]","[2.2745844745371575, 0.6223387562609463, 0.4037854975186706]","[3.411691627009806, 0.03141743241149131, -0.17511918257389994]","[4.359498823313279, 1.1079140514507289, -0.6706493206983678]","[4.869437609241967, 1.8244464869460204, 0.41185983077620086]","[2.9827050601710776, -0.845018659757995, -1.3376660274833478]","[3.4684956621357013, -2.138213389283636, -1.146115025453578]","[1.4848170660281554, -0.8554953324430955, -1.2694387416829216]","[0.9856100405195146, -0.04379834062654713, -2.2914398805405902]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01590,"[6.109654551221136, -1.4077093273803452, -0.6543804159209664]","[4.775686919718395, -1.1766607234104467, -1.3608811779529417]","[4.279265208147387, 0.2639696550469061, -1.2551217736548144]","[4.820358687202283, 1.0577260384365608, -2.4310736086340783]","[2.744671442339606, 0.32782752643374335, -1.2459692993085272]","[2.2400543965890165, 1.7564548608448585, -1.0046759255313327]","[2.3598542199136645, 2.1968815164123776, 0.4338669057995914]","[3.4418511196732555, 2.1395635171730336, 1.0014875773627037]","[1.1599961143436401, 2.664646606260786, 1.2138915890181594]","[0.4539352852273149, 1.4754178954632007, 1.8404112821053036]","[0.1843871484335895, 3.451274320456662, 0.38619458350756647]","[0.42259340569390763, 4.67439764268931, -0.11831779567213883]","[1.725774912903268, 5.372237550427063, 0.11986400113751942]","[-0.6445812744102732, 5.405105925758629, -0.8939320195097227]","[-1.6551496453158479, 4.543111477530483, -1.3367309975406403]","[-1.2296119287583565, 6.5979877592513265, -0.11975067072965816]","[-2.008790340826731, 7.397314938537178, -0.9640771782763221]","[-1.151413036090222, 8.401235701090554, -1.4173320759464965]","[-2.0135970496436317, 6.176171041236683, 1.098081591147013]","[-1.409773374566383, 5.883466273607727, 2.1172854418147575]","[-3.5184693568162606, 6.123048095326295, 1.0683125653593146]","[-4.153202044004065, 6.729652289776233, 2.312251627415128]","[-4.0730334590293635, 4.738357200345194, 0.7108297793287373]","[-4.108029332409932, 3.7291493505384987, 1.8562285677636585]","[-2.70451643229362, 3.2562066164954024, 2.191576248814714]","[-4.912759911566655, 2.555229106835175, 1.4115506527565935]","[-5.22061324314515, 1.565491801068309, 2.2496161532687147]","[-5.935212366521606, 0.3619581990495553, 1.807918799011634]","[-6.55023819360856, 0.28147313817331127, 0.6307690451852777]","[-7.141101526460558, -0.9569792739197367, 0.0816946488801446]","[-6.918668505911426, -2.2086175374645207, 0.4991595299603386]","[-6.029623651553487, -2.530636308019942, 1.6574478720389338]","[-7.4496605891836305, -3.3793206119284736, -0.2873600653128326]","[-7.042455032764042, -3.4598821439696454, -1.775036794819]","[-5.6433911050947625, -2.9164977695464147, -2.0564778146285394]","[-5.299125413889966, -3.0383793730466984, -3.5432562246098716]","[-3.785183953996491, -3.1474619497612313, -3.749428448934361]","[-2.9998654014397927, -2.3952504985088683, -2.669038346752562]","[-2.9703932803507316, -0.9053990068504641, -2.9864600547029165]","[-3.510210161337702, -2.732305596897782, -1.2289584926464836]","[-3.8039018180729083, -1.566691619299384, -0.5031648400047026]","[-4.669437110969767, -3.556990999023837, -1.2650775234628417]","[-2.398615214917485, -3.476695804600676, -0.5209792449550111]","[-2.5392783988614043, -4.710926942297467, -0.2910486891924289]","[-1.1429705944790562, -2.7804922855367735, -0.11844617913760791]","[-1.1680542749698986, -1.5278642519179124, 0.058388278304643534]","[0.10220874590247073, -3.4908211626402696, 0.07373207850066345]","[0.23554009590725536, -4.908664281471992, -0.26928730489182157]","[0.8725085268986623, -5.69686468156211, 0.8825838164979357]","[1.8170215687849014, -4.857165074814709, 1.7506544562295718]","[2.414118199365121, -3.695420634712659, 0.9662212521666743]","[1.3001155807781895, -2.7517655315739358, 0.5067878003597377]","[1.8063415065286659, -1.8642743989965371, -0.5838720722452406]","[1.9051115707098403, -2.303709599339919, -1.7641392453847375]","[2.189551183747533, -0.55690658938336, -0.2738859603316666]","[-8.812148916642737, -3.6561706036450485, -0.04547800002191797]","[-9.597427275401555, -2.710674038439902, -0.7210313508053952]","[6.024351398577922, -1.0909025597978876, 0.8494879051866431]","[7.20076107569884, -0.24842898011110234, 1.3522898163058472]","[8.542747327559354, -0.798203730183813, 0.8527104091118002]","[8.845773241097024, -1.9992739282598666, 1.501641318212079]","[10.144970775106648, -1.8306189675274882, 1.9853091432540266]","[10.214516385011738, -2.2127567604326184, 3.453260160633427]","[9.94102306482334, -3.5732809966430485, 3.6000474728817276]","[8.588344308142776, -1.0013176811639521, -0.6734327437979847]","[7.2616612956585564, -0.7027885063016395, -1.3714683027341494]","[9.59039895623397, -0.2021747947660699, -1.2249821716549565]","[10.495354997286757, -1.098410519938542, -1.796999559701148]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
