0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123
DB00611,"[1.0770955230188919, -0.09187213903400611, -0.8653176593576465]","[0.3317094896452408, 1.2443272247601609, -0.9501085117396872]","[-0.9751541284631673, 1.2154120313097854, -0.20105078681104524]","[-1.610691082477956, -0.003536073332461231, 0.15629228394965547]","[-2.8383920028269456, 0.05101430728655754, 0.8398054535763253]","[-3.4471154492951657, 1.275685309862658, 1.1196749859782709]","[-4.665797703654718, 1.3086568032665458, 1.7829551557561414]","[-2.829658686960911, 2.4663540557861743, 0.7359703500607165]","[-1.5995715184550687, 2.434867679876164, 0.07721944605533372]","[-0.9169925902201375, -1.3486121404476217, -0.06592161391034007]","[-1.9579718402058872, -2.457569523412512, -0.3468669439738301]","[-2.2022357742232654, -2.7415548251461965, -1.8346485095409855]","[-2.0160123639623433, -1.4848999024279332, -2.674031930088694]","[-0.5695919854341783, -0.984679810248703, -2.5990069978022645]","[0.10988364777152752, -1.2434605360246735, -1.2342028717017783]","[0.8361800430441633, -2.4347827753039044, -1.3579544137691104]","[-0.19263152108578194, -1.6953846519443765, 1.2489335112771933]","[1.3227537709467283, -1.4540183957650559, 1.1906645558828892]","[1.6492155949795724, -0.20201784240455717, 0.4960239069534547]","[3.095312035675559, -0.15825143647811252, 0.35346434145458183]","[3.6893426794675466, 0.8020903384842347, 1.3725008332256652]","[3.5153709457683835, 2.235295468077356, 0.9074847801826798]","[5.0109007015485485, 2.34996178063509, 0.6929499567636457]","[5.184052215399454, 0.9169750526251541, 1.1551706775786372]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01173,"[2.9174842952411497, 2.472714728799411, -0.7086244679354606]","[2.955480806947501, 1.5617278733876716, 0.4210415173237265]","[3.9527879142000626, 2.0803995820715473, 1.3388444661918333]","[3.4626648543059733, 0.2938872548412196, -0.07681218176550599]","[2.419909203092697, -0.7953522155427998, 0.11226840294531376]","[1.3302370679053963, -0.5653377866051335, -0.7318445935651713]","[0.21608581600618348, -0.5376390690354418, 0.11512752570882023]","[-0.3691985308867659, 0.8404263794398633, 0.18627340699918127]","[-0.6629944367569719, 1.5643163454474711, -0.9789281248989083]","[-1.2082248730297802, 2.8481844401969303, -0.8887320444897145]","[-1.463292856648309, 3.4124642097455102, 0.3645120603162292]","[-1.1743447029258542, 2.6926649510427825, 1.52760263481247]","[-0.6290379797020043, 1.4085078963376279, 1.4381514511313234]","[-0.8083824027867074, -1.5567312337457597, -0.30297046389618]","[-1.189753789848722, -1.6540982221505156, -1.6503749066286026]","[-2.153708890426352, -2.5834083355401294, -2.048145398713111]","[-2.7479077515683112, -3.4209473193333158, -1.1020800750250104]","[-2.3795023496161747, -3.328509720334621, 0.24226282108063013]","[-1.41522657002391, -2.400464902657212, 0.6485658831592045]","[-1.053074823479246, -2.332804856365064, 2.0938620872490046]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00544,"[-2.2726637618141834, -1.2469245538718015, -0.21256738379990076]","[-1.0310195918290594, -0.7076915393155331, -0.1318802003250898]","[0.09453869371578294, -1.4925232541535831, -0.37665088291472626]","[1.3346822551632194, -0.9436091832292525, -0.29348273395140595]","[1.496511354748297, 0.36744825230752215, 0.02674154078135226]","[2.6524414920125396, 0.8586002482235, 0.0991478848549048]","[0.4105435468258589, 1.148446294379308, 0.26883665368681736]","[-0.8466122748454613, 0.6376022920156963, 0.19590991978081823]","[-1.8384217139769765, 1.3786514436441206, 0.42394520188723694]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00461,"[5.482658341832232, 2.493107568603113, 0.5814393620511162]","[4.603634496166904, 1.5851830375670215, 1.231370482455326]","[3.387949551633436, 1.1807293842533493, 0.6731814532098035]","[2.5837268917897336, 0.2825047636574436, 1.3836405808253354]","[1.3625154497398362, -0.14212184646475984, 0.8538200481373698]","[0.9366575047275737, 0.33745618413258754, -0.4059011545074219]","[1.7381452596142697, 1.234293792703999, -1.115542191449495]","[2.958748190400964, 1.6543669965143335, -0.5787914766855154]","[-0.28478617728943983, -0.08692866509827989, -0.9355107112648329]","[-1.082230036150479, -0.9884276996971324, -0.22094413300603796]","[-2.391739180698583, -1.4257628785343546, -0.7777261250401862]","[-3.491845806643697, -0.4767785081136923, -0.3329744164887304]","[-4.80650944377089, -0.9115936128569402, -0.8892123802160511]","[-5.888263334141443, -1.3588259324736458, 0.031402376512720175]","[-5.006772923118407, -0.8812582054177682, -2.0927318764798413]","[-0.6615049900853335, -1.4583335458655138, 1.0291974721995736]","[0.5596162060036067, -1.0376108328950868, 1.5652826897575423]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01260,"[-2.3190123907526825, -0.8536809702553234, 2.133643585734601]","[-0.7998409599346074, -1.032330998198088, 2.2285593205905325]","[-0.288300203304735, -0.3887089652604782, 0.9584826442191813]","[1.1331616999039118, -0.6927890483224076, 0.4947035727063762]","[2.114717146029323, -0.34015066956834583, 1.6160282758696818]","[3.557989246196677, -0.5328704163608927, 1.1682798307859723]","[3.8095223582857973, 0.2833168254576599, -0.05799758786800085]","[4.879090344958526, 1.0825654177498578, -0.09262964276872152]","[5.143453153207465, 1.9177413323368178, -1.2668638067076174]","[6.184298192214765, 2.6218602165360743, -1.323750586861916]","[4.1618497928777565, 1.9604530289701143, -2.3527831778630826]","[3.10318267345515, 1.148781624534192, -2.330332759272973]","[2.87794866716608, 0.10725887921984957, -1.2515042774770597]","[3.164969789647225, -1.2609143804557479, -1.8593457574389531]","[1.4133576044984102, 0.19405115690436084, -0.74708189179095]","[0.31953843698726103, 0.10933643771353936, -1.8498942576163475]","[0.43116725303189357, -1.0625996851039177, -2.6012040036049764]","[-1.1084042390002462, 0.23987534853326503, -1.2832313067199048]","[-1.3383104132269787, -0.6933784411736643, -0.08541395700632817]","[-1.2545332422415412, -2.1649713484902477, -0.5320405248951362]","[-2.6378509791898694, -0.4278915720070783, 0.7079314764053722]","[-2.9042998732140424, 0.9446443094257175, 0.7722115012222425]","[-3.0985339408796873, 1.2525834843318222, 2.1327749097788975]","[-4.561801718362577, 1.5780335274773702, 2.3697964041524044]","[-2.2718489382504363, 2.474326727296807, 2.482597592058444]","[-2.718276035598339, 0.1870099186097307, 2.9710200730868257]","[-3.8529733100918104, -1.1414919587276602, 0.14213189790313546]","[-4.325574899092834, -2.1172900659536347, 0.7068136382441198]","[-4.470387022710925, -0.6662018749147146, -1.13432842946947]","[-4.344298192611981, -1.6484881723583946, -2.1165727554298845]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00279,"[5.791379065115407, 0.6069430479868136, 1.5043850455211794]","[4.391765645470811, 0.33619943015031467, 1.2289403244101043]","[4.208377803951256, 0.07356263535089407, -0.2604313080355281]","[2.771760583499951, 0.170526353789572, -0.6516528894848065]","[1.998124789781003, -0.9877212182713525, -0.7604746491155294]","[0.6455638235413069, -0.9042484137824129, -1.1014750828906767]","[-0.4373238301752325, -2.706444149907706, -1.3124490425251778]","[0.056526550016512474, 0.3541508682154072, -1.3312085350776035]","[-1.2965497674604267, 0.4633280633622748, -1.6687831813014293]","[-2.338870410441087, 0.24140883280117645, -0.7605349369621849]","[-3.6560341880726477, 0.24693733547265678, -1.2292537553522989]","[-4.722900977678104, 0.034424199031544415, -0.35083009882519833]","[-6.689810119510825, 0.049487955117273365, -1.1145782008911138]","[-4.472449327088227, -0.18318342868984175, 1.011767949264523]","[-5.520585825640209, -0.3967406933475166, 1.8980363456687326]","[-3.158052375671757, -0.18500193720183242, 1.486521884521604]","[-2.0946509071325665, 0.027570576851756873, 0.6059965400832269]","[0.8423644248836953, 1.513921091883636, -1.2375597378195449]","[0.015879185064766894, 3.425009111209747, -1.5815516191287473]","[2.1926350454103303, 1.4193168001320198, -0.8913191914913395]","[3.936479997234274, -0.8324171084456965, 2.0403281742305603]","[4.579950774991715, -2.0594433187804806, 1.9311816488959919]","[2.9564200399106593, -0.7075860329281363, 2.819333146737653]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00238,"[3.189007757333404, -2.6847844131565655, -0.4342862424041225]","[2.7474973404193204, -1.3557778045653732, 0.0770018934599023]","[1.4801475240725392, -0.8378124855019576, -0.24279974619590944]","[0.6319008315167421, -1.578376333108673, -1.1329732478187202]","[-0.7979677259629778, -1.573648828294949, -1.228796954452383]","[-1.3346748879235086, -2.2734737089620403, -2.1283964822230277]","[-1.666952686711378, -0.8625762300660378, -0.2704490736149208]","[-1.3347420273729864, 0.3938294719856698, 0.2656091941235334]","[-2.202739119102845, 1.020379209893392, 1.1083528661903812]","[-3.395462309611945, 0.47064713134063346, 1.4565898655138723]","[-3.769301144211034, -0.7675737303988261, 0.9392385109332121]","[-2.9030315446669555, -1.4275911965371892, 0.06941172025175396]","[-0.1151922450326948, 1.0485881933857406, -0.09235901430721395]","[-0.13971952838563348, 2.172691462415491, -1.0312737289377694]","[-0.9390345562121352, 3.3334755689632916, -0.4598215595911049]","[0.5697091156106179, 3.3801769876052994, -0.4388685473898946]","[1.1311330418744272, 0.43612238237984824, 0.2488552083945276]","[2.0083724116575725, 1.1196098929027714, 1.035115054193567]","[3.224872823195563, 0.6171123526598797, 1.3680531978264492]","[3.6161769295138666, -0.6310179229403163, 0.8917970860478933]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00313,"[2.6382392423976113, -1.2361738238599789, 1.8612040295128247]","[1.3236905750942733, -0.5853941085566446, 1.487542186325052]","[1.2413381757267172, -0.4418456881456897, -0.02517806365468099]","[-0.06521856105106542, 0.2097612176045362, -0.48627125004623883]","[-1.3009172621369192, -0.5851254369849439, -0.0690003981321957]","[-1.4099020791554726, -1.8884744324817426, -0.8452411640368984]","[-1.853859203914858, -1.6196438995999205, -2.270624566900814]","[-0.16237274699223156, 1.636011056335929, -0.04778578857788999]","[-0.4880003292641923, 1.9535888994313, 1.2658638950911352]","[0.07700218929614433, 2.557296216257203, -0.870508879580161]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00541,"[2.22522752659936, -1.569895746738096, -0.07346818717163285]","[1.3244752201367853, -2.7419794927831482, -0.239921071292044]","[0.8333250818724918, -2.7351522331014535, -1.6165668527464783]","[1.5449654490106677, -1.6363737841361574, -2.3814143245075168]","[2.093238669631369, -0.7059151642971013, -1.3291091748557826]","[1.1254844164714815, 0.40233394396061106, -1.057988184489676]","[-0.155541506498712, 0.31072192597729625, -0.5183246686447096]","[-0.9366167884950984, 1.474473367791566, -0.3441563948631375]","[-0.3852278989153192, 2.728784075826597, -0.7447368888854217]","[-1.1403406656409023, 3.9001164815387908, -0.6032686808495703]","[-0.6533394121359059, 5.183707693236262, -0.9691305541687762]","[0.9163771606315754, 2.7853441287549283, -1.284877511832919]","[1.6471524107304472, 1.6067489630058382, -1.4239745517029914]","[2.952991203387187, 1.4751380599764266, -1.9600529542622356]","[3.525982825855138, 2.374201277662639, -2.919140301403817]","[3.043815343111107, 3.521206945319376, -3.1122582946268778]","[3.3370411292703057, 0.057473688286931356, -1.8857377256036139]","[4.717749960420101, -0.22110391784936875, -1.2266614237584015]","[5.336985918556379, -1.2316089909899435, -1.969172654769894]","[4.585929495888696, -0.6859228493543048, 0.23920157057621202]","[5.878785575495117, -0.9416118690938764, 0.7890131890809199]","[6.4020367600158705, -0.18258939597533536, 1.8365024673025039]","[7.773242271539457, -0.46910334982369717, 2.331492330814404]","[5.7249851285267965, 0.7355904874532221, 2.3716049450153505]","[3.6460529012090226, -1.8943612818497326, 0.44831440964231756]","[3.480320529310832, -2.1520626788816672, 1.9605885983766087]","[4.664250833124147, -2.8485155861950435, 2.6192537644862504]","[4.159612302695611, -3.12968096294224, -0.2569338240433031]","[3.338992346182777, -4.1568141342047955, -0.47224886090939866]","[1.9256572684580173, -4.061594048145934, 0.02428307280746033]","[5.609665812395513, 1.0013525207651923, -1.2606312236187627]","[6.522087604609205, 1.0998423087260318, -2.1275653437308697]","[5.389574807759303, 2.0407270399372117, -0.3513941883894438]","[6.1827564373356605, 3.2177221239087377, -0.34659824845387815]","[-2.348107264880143, 1.374528387552189, 0.25057719072171303]","[-3.327154570736623, 1.8853283704894872, -0.8377785277982489]","[-4.8443754111516855, 1.7037389987591651, -0.6581301770713108]","[-5.4698854120872245, 0.8927520045932962, -1.7991617116465486]","[-5.725551284539005, -0.5264529653102552, -1.4821932405981506]","[-5.986636713178248, -0.8645667650696792, -0.07241076264580977]","[-6.44718128857322, 0.3166206425734683, 0.7802910734276511]","[-6.602296559907171, -0.12780868746567053, 2.0944481229743794]","[-7.79105878974831, 0.8473124684280325, 0.26777118771918496]","[-8.31342131748462, 2.002565641063398, 1.1087818410236492]","[-5.36118121978084, 1.3910519397189205, 0.7520011417485433]","[-4.700250946355864, -1.4194856194272534, -2.0395835279352506]","[-3.254630843317519, -1.025039405379407, -1.7009766611879522]","[-2.975992209360902, -1.1191736677888953, -0.23402934364302386]","[-2.667057285797014, -0.07289646546364788, 0.6451409960281502]","[-2.487077304921613, -0.5507861197173083, 1.9052473870279019]","[-2.7071697222085915, -1.874097100653482, 1.8172266442999758]","[-2.647497665584998, -2.795589921167825, 2.8599378792326116]","[-2.901996232059754, -4.145335409483113, 2.5547545798106412]","[-3.203910699582751, -4.537824669704672, 1.2320966156506212]","[-3.2535898647472705, -3.586072746273498, 0.1988950569064492]","[-2.9977743472759744, -2.2575130271496375, 0.535849176459875]","[-2.403034236175298, 2.2733497106003493, 1.4780562541462625]","[-1.6208451886031456, 2.0576668401857554, 2.446353801988697]","[-3.26885885222954, 3.3697448573624627, 1.5185504641175342]","[-3.3311608883549315, 4.236783162987347, 2.6407124543342677]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00608,"[4.19319574246517, -0.1667259590815739, -2.0305714153610235]","[3.783654726601612, 0.7090885956449319, -0.8455515954059002]","[4.403722197388838, 0.30659378831365164, 0.42487864184825386]","[5.8554732620714525, 0.3757434868432656, 0.3141828043606132]","[6.34318325260231, 1.7363599519747084, 0.7732576499820565]","[4.039816933257073, -1.0702717895338876, 0.741342942392641]","[3.0142780367396016, -1.101008416575814, 1.8656720859264027]","[1.6563237713505332, -0.5999864586472424, 1.3921122712168492]","[0.8306000887268782, -1.7187672274311883, 0.7646651776952593]","[1.338202032766973, -2.098564882370772, -0.6179440626323378]","[-0.5816254038447517, -1.3475891074042614, 0.7082654258135884]","[-1.1331231133180981, -0.238129360989774, -0.022195306827818513]","[-2.515702347079883, 0.009038944470564405, 0.01035904407936097]","[-3.3870470627690374, -0.8073751243108507, 0.7454090431686556]","[-4.758538963437536, -0.5381437213563132, 0.7601305538802042]","[-5.268814928566161, 0.5470519973732613, 0.04172266264987948]","[-6.9869279798340465, 0.8788155743294068, 0.06421628422944183]","[-4.409949899705568, 1.3678543476536726, -0.694569416240959]","[-3.037245581011284, 1.1059869298145375, -0.71488833142054]","[-2.2051489120541152, 1.906214734276539, -1.4318004766217387]","[-0.865362006193215, 1.6822292895987427, -1.474777994710914]","[-0.30896384615691314, 0.611107687922427, -0.7739159880219489]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB00887,"[5.4492276347129005, 2.9817400392989994, -0.4769631667836502]","[4.1540414646209065, 3.21923608178537, 0.2700128085481965]","[3.0680696655536823, 2.340536173091876, -0.3126216107866085]","[1.7724912100533614, 2.571844313905452, 0.4408229669617789]","[0.7254426008977436, 1.711481944985275, -0.09222611895811696]","[0.6384707696175675, 0.3049678061954248, 0.1702991036650686]","[-0.3802959322521712, -0.4640731077359298, -0.42980145777556084]","[-1.3451484398077451, 0.1291089223669319, -1.2570623640321432]","[-2.1678734689917087, 1.196272720757676, -0.8745206080986331]","[-2.899259348503148, 1.871080081471841, -1.857719082526043]","[-3.743062602885698, 2.929787663268321, -1.5085164917950098]","[-3.863929012336306, 3.316040010322622, -0.17073753036289027]","[-3.1432976884268906, 2.6420470302339125, 0.8188634168620357]","[-2.300095464797228, 1.5835479595438324, 0.46978971937164915]","[-0.41071661819495103, -1.8555593175991876, -0.22737272076572984]","[0.5415483072979068, -2.4621080098438335, 0.5972476135602597]","[1.5384394587872448, -1.7025490490165454, 1.2159220771581103]","[1.5844225569115398, -0.3225059617706287, 0.9930994271645597]","[2.533509153375912, -2.35381680613158, 2.082406324226138]","[2.4845749564203348, -3.7265468587725428, 2.296190326481473]","[3.4379848726454387, -1.6753060891578542, 2.6382093924097605]","[-1.6543738245123516, -2.8481972782806095, -0.9787644185715005]","[-1.5527384526721237, -2.700284742972313, -2.6967709749037776]","[-3.0090228367054004, -2.39734371586227, -0.5103347056142962]","[-1.458408960807641, -4.289399810083196, -0.5994519254354729]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01095,"[-0.6236797884747193, 3.5376396738566265, 3.0971732668936274]","[-0.4252849864774716, 3.1704925118952527, 1.6377152733245042]","[-0.643383749731596, 4.38297706922806, 0.7508186781912384]","[-1.3116972745377082, 2.071554453064984, 1.2488328441345578]","[-0.9141427259158403, 0.8643211305968749, 0.77223435884518]","[0.5085349601135489, 0.5457886246250212, 0.5358999050866606]","[0.9213347121026959, -0.45254695575053244, -0.23950204713027196]","[2.3722058863056303, -0.7419345970941135, -0.45018766668459903]","[2.99488144179937, -0.9872825284108315, 0.7756015841101987]","[3.055323755511011, 0.4169352536625099, -1.1752572870662938]","[4.374183917134906, 0.016443208557264187, -1.8332605922579293]","[4.189209376196611, -1.0864706787386251, -2.670949090083669]","[5.451301781994323, -0.27139679467779987, -0.7966459363925806]","[6.791511922345523, -0.3568433667010615, -1.4414600347551063]","[7.493439449220089, 0.8028616081951981, -1.7417768841739436]","[7.276001590051406, -1.479110459432188, -1.739841499518067]","[-2.036639969553627, 0.06532245046810568, 0.48678085831024015]","[-2.0862141088780697, -1.342684673984997, 0.045516025919407885]","[-1.2742841727713337, -2.309855221994783, 0.6546308483867953]","[-1.3509757364858368, -3.6480333409120527, 0.2583599076913251]","[-2.2481760254499346, -4.029535552678433, -0.7427180893533056]","[-2.3224552193346524, -5.326071807712304, -1.1273519096427755]","[-3.0739060607814097, -3.074517855173196, -1.3418661525934272]","[-2.99639214911909, -1.7363101558431027, -0.9454446050276244]","[-3.132903400598668, 0.8530918343284095, 0.7926657577977467]","[-4.4988217360429905, 0.5763901147330919, 0.7246864447836696]","[-5.391748481855575, 1.5837147455795015, 1.1290259415557606]","[-4.908916204474814, 2.825365757065676, 1.592527265253231]","[-3.52713110049456, 3.073544198577552, 1.6609384033266057]","[-2.6611759017966596, 2.056151354668853, 1.2530584029042393]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
