0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134
DB01147,"[1.977848148200467, -1.6951792017143528, 0.368836656509017]","[0.9304401628541167, -2.0514094365288424, -1.0919725600263486]","[2.11271993208971, -1.1654968008982025, -2.198851676018379]","[3.0851107540769362, -2.1937201494255576, -2.763123535446335]","[1.3519424542668321, -0.5324514970986143, -3.3444929867428748]","[2.803479997935974, -0.06635623473919668, -1.3626436280587408]","[2.6720456266648207, -0.5005961554210532, 0.003035883220201375]","[2.1579697869319063, 0.13941643479255003, 1.2315924397896203]","[2.2765785469809234, 1.274996355016455, 1.7609850331454329]","[1.361697716300561, -1.0920884669600748, 1.5305590949788594]","[-0.05601367018660327, -0.8120540066014951, 1.342010131622454]","[-0.9082977492544163, -0.41724225958348266, 2.41804255840133]","[-0.48061502888185803, -0.43982725827342556, 3.6036426743376557]","[-2.301202476124915, -0.022258217814369707, 2.1449679400362367]","[-3.3893115971260017, -0.14149156990279577, 2.987344237974086]","[-3.3917511558390774, -0.649873421044393, 4.387154138294076]","[-4.463852592546367, 0.25306316708125964, 2.3474751796204987]","[-4.176408394583991, 0.6347549220998396, 1.136425661376575]","[-2.8472565882868026, 0.47520744458896474, 0.9689990108993226]","[-2.124161311452682, 0.9180457554555466, -0.24143099724879483]","[-0.9449574030209017, 1.664107811020602, -0.09448770069894308]","[-0.2621693388520351, 2.147297160243649, -1.212091693776912]","[-0.7568011699838431, 1.8958786503136702, -2.4920493324295667]","[-1.9300483573892924, 1.1564837803030779, -2.654039855590672]","[-2.620201954906568, 0.6684904640945851, -1.539531801729174]","[-4.068737455260215, -0.2864305054598734, -1.8220740204370975]","[4.2321206743141655, 0.22651048012826547, -1.7122629488570555]","[5.26188612617507, -0.5440502568671092, -1.1850331641659686]","[4.497946316903649, 1.1562730131944603, -2.5169847389793305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01150,"[1.1762704454016286, 1.3121485334321183, -1.5244275042996185]","[1.7474152810967571, 1.9743380645440378, 0.10362554415503694]","[2.393273320155068, 0.4105317385951763, 0.8189343515275783]","[3.3514843793742854, -0.3176230303088592, -0.09650776510146956]","[4.632296098754799, -0.8064376435322103, 0.44668901972412967]","[5.019743612778832, -0.5688325379061542, 1.6936262822812718]","[6.323690531982837, -1.0910294788641872, 2.1778129959104824]","[2.9482844447579795, -0.598339430480477, -1.3515500659120714]","[1.7348958138026846, 0.009026390935425212, -1.781924543302318]","[0.3672218570450357, -0.4857244717826245, -2.0446445654955068]","[-0.12853532996932218, -1.5898524099568647, -2.389705679792864]","[-0.18924308049535662, 0.8480523903695646, -1.6473026647066638]","[-0.8674750586185476, 0.718926653213123, -0.36266370191049446]","[-1.6695999993405013, 1.766562758585606, 0.1890731255674782]","[-1.8457407931235066, 2.8385384231605517, -0.4487770809628236]","[-2.3146046022021873, 1.5944622441409466, 1.5257881693556894]","[-1.319089904120251, 1.2573716542258035, 2.5312733605854856]","[-3.4013657717614225, 0.5648277268454462, 1.4839515711164593]","[-3.1052586174214962, -0.8025493920292571, 1.3681456343326828]","[-4.137994439342479, -1.742909322896417, 1.3135138016672627]","[-5.469723098570604, -1.3221169516773952, 1.3709209267592735]","[-6.495228086841369, -2.2558565172166003, 1.3173761301722635]","[-5.769042617938375, 0.0389546642866007, 1.4811884573730627]","[-4.736660226598395, 0.980277863791819, 1.5357755076915351]","[3.6798673355671223, -1.4696865076760222, -2.302174471060529]","[4.823054924582231, -2.166152635559298, -1.9282605157626318]","[3.2520635810468352, -1.595684949923615, -3.479756319912299]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01155,"[2.9022350088443316, -0.629486274683199, -4.129768507158355]","[4.279982489909271, -0.5752682460220776, -3.7839282396190526]","[4.756381279982096, -0.23858149112416235, -2.5249284231121054]","[4.054463331635167, -0.016411187901709316, -1.4492164743775844]","[2.582307345697561, -0.13868886330724298, -1.33628523250177]","[2.3177019650608717, 0.12269583553125159, 0.06582448880221284]","[3.5293709997454723, 0.39001335937563575, 0.8328796179825672]","[4.6944724153873345, 0.32072071899071575, -0.14947602819912606]","[5.37829983370727, 1.6759113103421521, -0.23886359537548413]","[6.164273860443771, 1.9154921264486913, 0.9589529348992973]","[0.9845554524530905, 0.10534478366295773, 0.6081447888687689]","[-0.059868220506957406, -0.18891018423530212, -0.21615340578693656]","[-1.3540247912790606, -0.22332850000488733, 0.2101524754532761]","[-1.6416291333754525, 0.04631661771919308, 1.564052053069244]","[-0.5884168949408318, 0.35361082230013363, 2.4308982486033752]","[0.7247091646210164, 0.38760875678904994, 1.9640293830313114]","[1.7163917647572746, 0.6927100263775193, 2.8362153972515025]","[-2.968060068064575, -0.008635107599446894, 2.016545786286254]","[-3.2303536212841366, 0.23645408986154054, 3.2267755175037576]","[-3.9951391380051207, -0.34519645500537033, 1.112530637110504]","[-3.655880610625427, -0.6029850708776763, -0.22007543386836886]","[-2.3683714293463876, -0.5178531654052572, -0.663238541535436]","[-2.08313391605708, -0.8535113667046178, -2.064300351118338]","[-2.9924487609819614, -0.08003205899685735, -3.011778306100219]","[-1.5674388586126773, 0.3716304732840644, -2.806814630966243]","[-5.418663325982395, -0.44333981802185723, 1.5088974944932387]","[-6.380887615943885, -0.7802905826492451, 0.563381464904627]","[-5.780828527239897, -0.22623769531139223, 2.6955468814596855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01156,"[-0.9666876398433996, -0.5006098661811584, 2.8958712064331746]","[-0.97681761529421, -0.40293518775904275, 1.3820962417242515]","[-2.2528840653595172, -0.896268624063136, 0.8633332716222607]","[-2.902227060816843, 0.09049743844418179, -0.008601129888634264]","[-3.188606035638303, 1.384007798090364, 0.7401300008170499]","[-2.053618973239069, 0.38240368959763693, -1.2370353735387467]","[-4.222998212064764, -0.4817185532950115, -0.47749717727293484]","[0.15946741631573313, -1.1909183376913486, 0.8031619489856343]","[0.16832481218297135, -2.4469093501031116, 0.9252107993071272]","[1.2646148439044336, -0.5110654432847799, 0.09964822163939685]","[1.2749687883292848, 0.8857526600145184, -0.035374733751788595]","[2.3217008545434954, 1.5246390798046703, -0.7055382442862163]","[2.3206914519846595, 3.2669870960325285, -0.8679777480588284]","[3.3677563652813283, 0.7725618798506342, -1.246147030046363]","[3.366867746747587, -0.6186531858247399, -1.1165620054290537]","[2.319447322962821, -1.2577710936305329, -0.44656744148722305]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01162,"[-5.830959282005344, -1.7072438832064518, 2.745909516528923]","[-6.020215717611642, -0.6382906207581572, 1.8287331004919785]","[-4.975677923304208, -0.09417084766380647, 1.0733254044396185]","[-5.248716849675128, 0.9621987638176004, 0.1887298133546795]","[-6.5582463335574825, 1.4439442123756299, 0.0849738272815541]","[-6.919933743854651, 2.5083742688655697, -0.7844335203359099]","[-4.20813994722416, 1.516914373623611, -0.5750714719104736]","[-2.903318192348723, 1.0243770480351753, -0.46049279089661843]","[-1.8413216239892918, 1.552228153409167, -1.2045557344559978]","[-2.049419169522081, 2.6255447796454345, -2.1189924665112136]","[-0.5939049124403769, 1.0354544006097273, -1.0532877844370696]","[-0.34749662557363115, 0.00904569525043234, -0.19196411497681004]","[-1.368798517912405, -0.5147325931269642, 0.5408211005625]","[-2.6327405682205636, -0.03381621696164605, 0.4261487191392078]","[-3.6645401840028575, -0.5866218685498218, 1.1862848255862846]","[0.9821037150826382, -0.51064442045944, -0.05057501505375853]","[1.2396196633641248, -1.6707803930883216, 0.8002400145549003]","[2.4880271311612283, -1.4255472433920173, 1.6418906309348416]","[3.5715084573684646, -0.9442038456800763, 0.7876454025334912]","[3.310865729242114, 0.2242261546944065, -0.051524349537974225]","[2.065995258891073, -0.01826373971997149, -0.898211612193713]","[4.886451466751825, -1.5187978755995442, 0.8985065668537578]","[5.093456713060621, -2.4552179138477714, 1.7159827413344557]","[6.038645683417761, -1.0408283237090352, 0.0665142675108523]","[6.465126744296045, 0.3540977732891056, 0.4636592276275477]","[6.777304845348477, 1.0161834513500325, -0.844347464655403]","[6.531194536485301, -0.06477090348514168, -1.8721646348412635]","[5.713129646774096, -1.0486583857179301, -1.2978157308886429]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01163,"[1.7904339366611262, 0.12527209179252782, 1.7248951265454735]","[0.6796264106839484, -0.4339356456940512, 1.339083525903958]","[0.2549420458799607, -0.6307883483697658, -0.04521159067282505]","[-0.4169779362985608, 0.6061041678656106, -0.5556097670688432]","[-0.0475200278587186, 1.782420282502177, -0.8082071822351302]","[-1.7117911271044557, -0.105216308821594, -0.5529374808310006]","[-3.024289980025295, 0.23815452748604315, -0.07331772106541112]","[-3.9732933907909778, 0.5140101404566741, -1.2036592720791095]","[-4.955121593610103, 1.4833640185010275, -1.0520209058563175]","[-3.9115768965921554, -0.1500415838622742, -2.2725353694498023]","[-3.4196833951318237, -0.906291345204331, 0.8862885180245427]","[-4.370374766819274, -1.920441138422538, 0.26302917703700407]","[-4.07130884644625, -0.31900339154513585, 2.1210225427621716]","[-1.881303175853655, -1.8006593197148533, 1.3816828835516448]","[-1.0260668763020202, -1.2954608401276946, -0.15726062098839474]","[2.8170224441016924, 0.5912013259332649, 0.8342566254175411]","[3.0351952536634057, -0.015473916780258438, -0.48801566981865235]","[4.356125555628811, 0.4300982635934541, -1.123941964735123]","[5.591682372976703, -0.16792190328888507, -0.4374933431816667]","[5.432915857355299, -0.41037950420792413, 1.0675390159250029]","[5.066540171880635, 0.8453990203108804, 1.8636514595331641]","[3.784823964000767, 1.5395894075984817, 1.3861529668232249]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01165,"[-1.649085068319585, 3.452466360482804, 0.01984518298852654]","[-1.5122053047648338, 2.4761737524874663, -1.1371119348872476]","[-0.08160557289190623, 2.505158646193992, -1.6734481391709997]","[0.7938447555844096, 1.8063415001046947, -0.7919193541504553]","[0.4091318824798092, 0.5939854477184254, -0.21228902891156362]","[-0.9559529257580409, 0.25002713826615963, -0.2040433684558538]","[-1.8861666880827521, 1.1235804360659478, -0.7053904517024905]","[-3.2050002414796044, 0.790789102932014, -0.7380709395437463]","[-3.6602024510889035, -0.44336860770979525, -0.26031981275069316]","[-5.1095710023576295, -0.7374400827038537, -0.3390516681702125]","[-5.980140445769014, 0.20196040244915248, -0.8803911811153332]","[-5.575800365128681, -1.831265721092349, 0.0763893397622488]","[-2.7230465557753782, -1.3425674041940503, 0.2900806147005771]","[-3.0961934362312586, -2.4569321503228116, 0.7511149242084236]","[-1.3640062286983337, -0.9919325810936311, 0.3255689379909111]","[-0.40909658220560075, -1.8497731472604915, 0.8835797472963907]","[0.9388358296519899, -1.4897730399039981, 0.9164391236920243]","[1.8344888812738147, -2.3563377198149444, 1.451194595744462]","[1.3651649553862704, -0.2676218651157925, 0.3648858608384797]","[2.7616903551789553, 0.07576843817497263, 0.3812407127428574]","[3.4025114492993462, 0.689405177379021, -0.7810298765444132]","[4.8227674634291215, 0.14847510288500615, -0.924251125330227]","[5.554878428985715, 0.33524502184566674, 0.32668779069450804]","[6.886002052614777, -0.20253238219109904, 0.11515879457148262]","[4.926512710348546, -0.49132261475061145, 1.3551156977636911]","[3.5122441043186234, 0.01149078916746305, 1.6338601602231262]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01166,"[-7.502657753069084, 1.8399457550880243, -2.577750713481279]","[-6.4593402849246875, 1.4781071699918733, -1.975342226894574]","[-5.396523534506909, 2.4815180834478476, -1.6438864689148756]","[-4.6830700646400265, 2.1120853227245995, -0.34016021392310747]","[-4.292402548015321, 0.6618534815676028, -0.3004360602109055]","[-5.1088017957170315, -0.3076019649095635, -0.9108444631588938]","[-6.248685406981311, 0.09606350832583643, -1.6746056592468934]","[-4.797731884358813, -1.6633777631591595, -0.7809558070090835]","[-3.67690166317154, -2.0561908948916643, -0.04332258014399033]","[-2.862731396251182, -1.0993730144178764, 0.5728065455539564]","[-1.753023425808107, -1.5281133315466913, 1.3093427318415436]","[-0.8389798265334945, -0.6341326790872965, 1.9375549418210192]","[0.09049811726573188, -0.004031042906756699, 0.9072247443990558]","[1.0424580873479448, -1.0402389425244243, 0.3239024473522464]","[2.1103827581779857, -1.445569012236586, 1.3312158603850737]","[3.120600389979683, -0.35797759083006214, 1.4997280160080133]","[3.0703282577200244, 0.5844007938310786, 2.4584442148180634]","[4.108654124240931, 1.3752388037344225, 2.2162607238472694]","[4.769284665599291, 0.9459835045004893, 1.1502088293946244]","[4.165889418663838, -0.13512089082943168, 0.6884948885032722]","[4.563006588490675, -0.9078124004977496, -0.48713140158792445]","[4.395864095167166, -0.09880804428411515, -1.778607568611435]","[5.480673138641363, 0.9673219493952991, -1.9188146061351639]","[6.862029455172685, 0.32582574525274144, -1.8523034469838482]","[7.0421172306872855, -0.3824150853933694, -0.5142243976812967]","[5.982843958959983, -1.4704166371670715, -0.34420144238403855]","[-3.183780702135597, 0.26283517682588603, 0.4503571418297165]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01168,"[-5.482498486898235, 1.0286863223653968, 0.768167539026829]","[-4.7579609914581225, 0.013671001694153298, 0.026067717477173]","[-4.058349839802916, -0.7517852685575336, 0.9681505823014974]","[-3.260870339025853, -1.7159032409045134, 0.22683507022084784]","[-1.895764320125821, -1.1710790406280618, -0.02037594117816574]","[-1.6176468672212017, -0.4937446017730723, -1.2116240374973235]","[-0.34309927752929315, 0.03502422996716607, -1.4348943615833445]","[0.6627266289895388, -0.10545735159297012, -0.46712199698481066]","[0.3742807000205217, -0.7799109259664899, 0.7281961398113295]","[-0.9001851651740055, -1.308775685369498, 0.9518458146083414]","[2.006364570891027, 0.4515902852697827, -0.7017046648397819]","[2.2593214024959947, 1.056983764571663, -1.7794205585375364]","[3.026946722731244, 0.30272162376685896, 0.2911622805519072]","[4.365408855174318, 0.8518715370548262, 0.13379857384602797]","[4.33543106437071, 2.3548405455430874, 0.33550666356400155]","[5.285895342562158, 0.23126680455929627, 1.1630544296798595]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01171,"[-6.345173261196408, 2.184743699686496, 0.892731802220864]","[-4.889420982957132, 1.2693994269712559, 0.567489130448995]","[-3.6413513345929824, 1.8939578479840316, 0.6370812178848908]","[-2.478534039587911, 1.162853926751821, 0.37729852031572103]","[-2.555290168820204, -0.19793408082197325, 0.04607433132249046]","[-3.812504365202084, -0.8170364878170073, -0.021540741576767088]","[-4.975323055573269, -0.08589629768317987, 0.2382495847105663]","[-1.3291051572069914, -0.9677797385021752, -0.22754362528921598]","[-1.4051745808702536, -2.191676818890543, -0.5247633138529548]","[-0.051946898097061066, -0.3287662107581102, -0.15639672246402128]","[1.184209118085271, -1.0460239093079389, -0.41716784170795085]","[2.3585084594876258, -0.09998597595446934, -0.2599580179642411]","[3.6066424089377827, -0.8122183355005564, -0.510733426005963]","[4.564959006079216, 0.10923790017420683, -1.1383294710199134]","[5.140853819452772, 1.1052421797968213, -0.12271546946739151]","[5.763335806135347, 0.4078636517307799, 0.9243592626121961]","[4.736613203673629, -0.2396914089949138, 1.6290792864857548]","[4.128702022251717, -1.3462893688642925, 0.7572278297818568]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DB01172,"[2.5355576179773114, 2.761211855540083, -4.784791392428576]","[3.421270638103903, 2.3035469209741173, -3.728854364577212]","[2.706893558742679, 2.350340705798474, -2.38962718819229]","[3.4010829432998055, 1.5540693036402078, -1.460590478350891]","[2.5469999958939593, 1.3015605291272558, -0.3590685250346665]","[1.6348773283512004, 0.2808179847635992, -0.6584395552507735]","[2.073061610197453, -0.8216786711458904, 0.07999927925256041]","[2.477194813860273, -1.9537463321671886, -0.8805950259339655]","[3.897317367892889, -2.2255883941353325, -0.7543460165018431]","[1.6866349747455882, -3.2431644443919754, -0.678328456658411]","[0.19352317995335874, -2.9366410038670714, -0.6519469802591149]","[-0.5544536318136969, -4.1694029767239575, -0.4824190942646032]","[-0.19224340114034544, -1.9469731866723952, 0.4579903873384172]","[-1.0967948448439235, -1.0091940445156278, -0.047698290357188575]","[-2.261039195613103, -1.1834740796822818, 0.7066030942050101]","[-2.358227678090794, -0.18101326150595462, 1.6908907469774423]","[-3.284947453213644, -0.6034618408529221, 2.679567542452965]","[-2.636109583665615, -1.5443928095016985, 3.6864172461453246]","[-1.6054682905514956, -0.8853839746291255, 4.3579387636681854]","[-4.5833771876228, -1.2191797594315235, 2.1162350843297513]","[-5.6752481741317, -0.7637968982561293, 2.8565847218227436]","[-4.7676755267789845, -0.8694160907060748, 0.6365866453095705]","[-5.8977550663848515, -1.5975390367366138, 0.08595332912150076]","[-3.510835288872965, -1.1731917419247284, -0.18580869835997568]","[-3.3861729384495662, -0.21340170211087325, -1.193311251415912]","[0.999960413964601, -1.2222539347111416, 1.1027798910289115]","[1.5639134083713608, -2.0240607366223964, 2.096222061032032]","[1.8558840425533862, 2.566194836858377, 0.21678066379742308]","[0.48443327075398745, 2.5580569048134776, -0.05157669819252046]","[2.4794214076664676, 3.846321636123689, -0.3473618241498286]","[3.738053941235715, 4.042531292134416, 0.21822403395806472]","[2.607296755857812, 3.794977149812822, -1.8758974352109625]","[1.506970991714131, 4.427325800695738, -2.4581122153130974]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
